keyword,category,attempt,accepted_index,outcome,title
"coffee","youtube",339,175,duplicate,"The Science Behind Perfect Coffee Brewing"
"coffee","youtube",340,175,duplicate,"From Bean to Cup: My Coffee Journey"
"coffee","youtube",341,175,duplicate,"From Bean to Cup: Exploring the Cultivation of Coffee"
"coffee","youtube",342,175,duplicate,"The Science of Coffee"
"coffee","youtube",343,175,duplicate,"Beyond the Bean: Exploring the Flavor of Coffee"
"coffee","youtube",344,176,accepted,"What is the Most Unique Coffee Experience in the World?"
"coffee","youtube",345,177,accepted,"My Journey to Brew the Perfect Cup of Coffee"
"coffee","youtube",346,178,accepted,"From Cup to Cup: My Coffee Journey"
"coffee","youtube",347,178,duplicate,"From Bean to Cup: Exploring the Mystery of Coffee's Origins"
"coffee","youtube",348,179,accepted,"Explore the Mysteries of Coffee"
"coffee","youtube",349,180,accepted,"Beyond Roasted Flavor: Exploring the Riches of Coffee"
"coffee","youtube",350,180,duplicate,"Is Coffee Making You Unhappy? Unpack the Hidden Truths"
"coffee","youtube",351,180,duplicate,"5 Coffee Tips to Perfect Your Morning Brew"
"coffee","youtube",352,180,duplicate,"Morning Ritual: My Journey to Perfecting My Coffee Morning"
"coffee","youtube",353,181,accepted,"Contrasting Coffee Dark Roasts, Lighter Palate Experience"
"coffee","youtube",354,182,accepted,"Coffee: Origins and Impact"
"coffee","youtube",355,182,duplicate,"Uncovering the Flavor of Rare Coffee Varieties"
"coffee","youtube",356,183,accepted,"Is Your Favorite Coffee Really Worth It?"
"coffee","youtube",357,183,duplicate,"The Science Behind Coffee's Impact on Brain Function"
"coffee","youtube",358,183,duplicate,"From Bean to Cup: A Day in the Life of a Coffee Enthusiast"
"coffee","youtube",359,184,accepted,"Finding the Best Coffee Without the Worst"
"coffee","youtube",360,185,accepted,"Indulge in Coffee: The Basics"
"coffee","youtube",361,185,duplicate,"Uncovering the Riches of Rare Coffee Varieties"
"coffee","youtube",362,186,accepted,"Could Your Daily Cup of Coffee Reduce Your Carbon Footprint?"
"coffee","youtube",363,186,duplicate,"4 Coffee Facts That Will Blow Your Mind"
"coffee","youtube",364,186,duplicate,"From Coffee Bean to Cup: My Journey with the Local Roaster"
"coffee","youtube",365,186,duplicate,"The Surprising Benefits of Unsweetened Coffee"
"coffee","youtube",366,187,accepted,"Uncover Coffee Mysteries"
"coffee","youtube",367,187,duplicate,"Uncovering the Origins of Your Favorite Coffee Beans"
"coffee","youtube",368,187,duplicate,"Is Coffee Making You Feel Bitter? Discover the Solution"
"coffee","youtube",369,188,accepted,"I Grew Up on This: My Coffee Odyssey"
"coffee","youtube",370,189,accepted,"Deconstructing a Coffee Shop: My Journey to Brew Better"
"coffee","youtube",371,189,duplicate,"From Bean to Cup: Understanding the Coffee Revolution"
"coffee","youtube",372,189,duplicate,"Exploring the Flavor of Coffee"
"coffee","youtube",373,189,duplicate,"The Art of Coffee Grind: Mastering the Perfect Espresso"
"coffee","youtube",374,189,duplicate,"Is Coffee Making You Headache? Uncover the Truth"
"coffee","youtube",375,189,duplicate,"4 Simple Steps to Savor the Perfect Cup of Coffee"
"coffee","youtube",376,190,accepted,"Spent a Day Brewing Coffee from the Morning Sun"
"coffee","youtube",377,190,duplicate,"Roast Your Thoughts: Cold Roasting Coffee for Hot Fusion"
"coffee","youtube",378,190,duplicate,"Crafting Perfect Coffee: Tips & Techniques"
"coffee","youtube",379,190,duplicate,"Discover the Rich History of Coffee Beans"
"coffee","youtube",380,191,accepted,"Why You Should Drink Coffee Today?"
"coffee","youtube",381,191,duplicate,"4 Cups of Coffee: Origins and Impact"
"coffee","youtube",382,192,accepted,"From Fresh Beans to Cup: My Journey to Perfect Coffee"
"coffee","youtube",383,193,accepted,"From Bitter to Bliss: The Coffee Transformation"
"coffee","youtube",384,193,duplicate,"Roast Your Thoughts on Coffee"
"coffee","youtube",385,193,duplicate,"From Beans to Cup: Exploring the Stories Behind Your Coffee"
"coffee","youtube",386,194,accepted,"Will Sustainable Coffee Make Me Wealthier?"
"coffee","youtube",387,195,accepted,"4 Reasons Why Coffee is One of the Healthiest Drinks in the World"
"coffee","youtube",388,196,accepted,"The Zen of Coffee: A Journey from Bean to Sip"
"coffee","youtube",389,196,duplicate,"Uncovering the Dark Side of Coffee's Golden Hour"
"coffee","youtube",390,196,duplicate,"From Beans to Cup: Coffee's Journey"
"coffee","youtube",391,196,duplicate,"Roast Your Way to Bliss: Exploring The Art of Coffee Brewing"
"coffee","youtube",392,197,accepted,"Is Your Favorite Coffee Shop Actually Serving the Best?"
"coffee","youtube",393,197,duplicate,"5 Cups of Coffee: A Journey Through Flavor"
"coffee","youtube",394,197,duplicate,"From Bean to Cup: My Adventures Brewing Coffee"
"coffee","youtube",395,198,accepted,"The Dark Side of Coffee—An Unconventional Look"
"coffee","youtube",396,198,duplicate,"Is Coffee Affecting Climate Change?"
"coffee","youtube",397,198,duplicate,"Beyond the Beans: The Untold Story of Coffee"
"coffee","youtube",398,198,duplicate,"Is Coffee Making You Headache Today?"
"coffee","youtube",399,199,accepted,"7 Secrets of the World's Best Coffee"
"coffee","youtube",400,199,duplicate,"From Bean To Cup: My Journey Exploring the Flavor of Coffee"
