keyword,category,attempt,accepted_index,outcome,title
"coffee","youtube",344,180,accepted,"What You Don't Know About Coffee Could Change Your Life"
"coffee","youtube",345,181,accepted,"5 Ways to Boost Your Coffee Flavor"
"coffee","youtube",346,181,duplicate,"Morning Ritual: My Coffee Journey to Blissful Awakening"
"coffee","youtube",347,182,accepted,"Coffee: From Bean to Black Mirror"
"coffee","youtube",348,183,accepted,"The Best Coffee Blend"
"coffee","youtube",349,183,duplicate,"Roast Your Thoughts on Coffee: A Journey Through Terroir"
"coffee","youtube",350,184,accepted,"Is Micro-Ground Coffee Really the Future?"
"coffee","youtube",351,185,accepted,"12 Coffees That Will Make You Feel Extra Wired"
"coffee","youtube",352,186,accepted,"Mindful Coffee Journey: From Beans to Brew"
"coffee","youtube",353,187,accepted,"Is That Coffee Really Worth The Extra $$$?"
"coffee","youtube",354,187,duplicate,"From Beans to Brew: Coffee Explained"
"coffee","youtube",355,187,duplicate,"Crafting Perfect Grinds: Coffee Brewing Secrets"
"coffee","youtube",356,187,duplicate,"Is Coffee Making You More Depressed?"
"coffee","youtube",357,187,duplicate,"4 Ways Coffee Drives Life's Moments"
"coffee","youtube",358,188,accepted,"Spending the Weekend Brewing Coffee"
"coffee","youtube",359,189,accepted,"The Artisan Grind vs. Machine Brew: Coffee Taste Revealed"
"coffee","youtube",360,189,duplicate,"Is Coffee Good for You?"
"coffee","youtube",361,190,accepted,"From Crop to Cup: The Journey of Coffee"
"coffee","youtube",362,191,accepted,"Is Your Morning Coffee the Source of Your Stress?"
"coffee","youtube",363,192,accepted,"4 Grinds and 4 Cups: Exploring Coffee's Impact"
"coffee","youtube",364,193,accepted,"Spurred by Curiosity: A Personal Journey into Ethiopian Coffee"
"coffee","youtube",365,194,accepted,"Is High-End Coffee Just Expensive Pretension?"
"coffee","youtube",366,194,duplicate,"The Science Behind Coffee"
"coffee","youtube",367,194,duplicate,"Uncovering the Best Coffee Brews to Enhance Your Life"
"coffee","youtube",368,195,accepted,"Is Your Morning Coffee Making You Sick?"
"coffee","youtube",369,195,duplicate,"Breaking Down the Mystery Behind the World's Most Expensive Coffee Bean"
"coffee","youtube",370,196,accepted,"From Harvest to Cup: My Coffee Journey"
"coffee","youtube",371,196,duplicate,"Under Pressure: Coffee That Can't Stand Up"
"coffee","youtube",372,196,duplicate,"Discover the World's Best Coffee"
"coffee","youtube",373,196,duplicate,"Coffee: From Beans to Brewed Bliss"
"coffee","youtube",374,196,duplicate,"Is Coffee Really What You Need for a Great Day?"
"coffee","youtube",375,196,duplicate,"4 Coffee Myths Busted"
"coffee","youtube",376,196,duplicate,"From Coffee Bean to Sip: My Journey to Mastering the Art of Brewing"
"coffee","youtube",377,196,duplicate,"From Bean to Cup: Exploring the Dark Side of Coffee"
"coffee","youtube",378,197,accepted,"The Power of Coffee"
"coffee","youtube",379,197,duplicate,"Roasting Dreams: A Journey Through Different Coffee Flavors"
"coffee","youtube",380,197,duplicate,"How Does Coffee Affect Your Brain Chemistry? Is It Worth It?"
"coffee","youtube",381,197,duplicate,"2 Cups of Coffee: Exploring the Origins"
"coffee","youtube",382,197,duplicate,"From Bean to Cup: My Day with Coffee"
"coffee","youtube",383,198,accepted,"Grinding Truth: How Coffee Affects Your Mood"
"coffee","youtube",384,198,duplicate,"From Bean to Cup: Coffee in Brief"
"coffee","youtube",385,198,duplicate,"Exploring the Origin of Your Favorite Coffee Beans"
"coffee","youtube",386,199,accepted,"What is the Future of Coffee in a Warmer Planet?"
"coffee","youtube",387,199,duplicate,"4 Coffee Varieties Explained"
"coffee","youtube",388,200,accepted,"I Decaffeinated My Life: A Journey Through Coffee"
